VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State
2	2016-05-16 14:47:39.78	2016-05-16 14:47:41.18	5	1	0	0	0	0	0	0	0	0	0	0	0
3	2016-05-16 14:47:50.65	2016-05-16 14:47:51.48	5	1	0	0	0	0	0	0	0	0	0	0	0
4	2016-05-16 14:48:23.09	2016-05-16 14:48:23.67	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-05-16 16:30:50.50	2016-05-16 16:30:51.23	5	1	0	0	0	0	0	0	0	0	0	0	0
9	2016-05-16 16:40:58.85	2016-05-16 16:40:59.60	5	1	0	0	0	0	0	0	0	0	0	0	0
11	2016-05-16 18:05:01.34	2016-05-16 18:05:01.82	6	-1	1	0	0	0	0	0	0	0	0	0	0
11	2016-05-16 18:05:00.31	2016-05-16 18:05:02.95	5	1	0	0	0	0	0	0	0	0	0	0	0
11	2016-05-16 18:05:02.89	2016-05-16 18:05:03.45	6	-1	1	0	0	0	0	0	0	0	0	0	0
12	2016-05-16 18:05:19.40	2016-05-16 18:05:19.59	6	-1	1	0	0	0	0	0	0	0	0	0	0
12	2016-05-16 18:05:20.14	2016-05-16 18:05:21.43	6	-1	1	0	0	0	0	0	0	0	0	0	0
12	2016-05-16 18:05:21.65	2016-05-16 18:05:22.60	6	-1	1	0	0	0	0	0	0	0	0	0	0
12	2016-05-16 18:05:23.01	2016-05-16 18:05:23.06	6	-1	1	0	0	0	0	0	0	0	0	0	0
12	2016-05-16 18:05:23.12	2016-05-16 18:05:23.23	6	-1	1	0	0	0	0	0	0	0	0	0	0
15	2016-05-16 18:07:47.12	2016-05-16 18:07:47.92	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-05-16 18:14:28.07	2016-05-16 18:14:28.45	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-05-16 18:14:30.18	2016-05-16 18:14:30.31	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-05-16 18:14:29.98	2016-05-16 18:14:30.81	6	-1	1	0	0	0	0	0	0	0	0	0	0
20	2016-05-16 18:14:30.84	2016-05-16 18:14:31.64	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-05-16 18:15:01.34	2016-05-16 18:15:01.39	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-05-16 18:15:04.09	2016-05-16 18:15:04.51	5	1	0	0	0	0	0	0	0	0	0	0	0
