VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution
0	98102056406	2016-05-15 18:05:08.98	2016-05-15 18:05:11.25	Default	1	3	1	0	1	2.609375	1	1.1875	0
1	98102056406	2016-05-15 18:05:11.79	2016-05-15 18:05:13.07	Default	1	3	1	0	1	1.609375	1	0.28125	0
2	98102056406	2016-05-15 18:05:24.37	2016-05-15 18:05:27.25	Default	1	3	1	0	1	3.546875	1	1.4375	0
3	98102056406	2016-05-15 18:05:55.70	2016-05-15 18:06:00.75	Default	1	3	1	0	1	5.3125	1	4.046875	0
4	98102108982	2016-05-15 18:07:29.98	2016-05-15 18:07:35.53	Default	1	3	1	0	1	6.203125	1	4.234375	0
5	98102056406	2016-05-15 18:07:36.79	2016-05-15 18:07:42.84	Default	1	3	1	0	1	6.34375	1	5.0625	0
6	98102056406	2016-05-15 18:07:44.84	2016-05-15 18:07:46.06	Default	1	3	1	0	1	1.59375	1	0.1875	0
7	98102109088	2016-05-15 18:07:47.68	2016-05-15 18:07:51.73	Default	1	3	1	0	1	4.640625	1	2.296875	0
8	98102108982	2016-05-15 18:08:56.00	2016-05-15 18:08:59.87	Default	1	3	1	0	1	4.0625	1	2.484375	0
9	98102108982	2016-05-15 18:09:29.29	2016-05-15 18:09:31.26	Default	1	3	1	0	1	3.21875	1	0.359375	0
10	98102056406	2016-05-15 18:09:35.75	2016-05-15 18:09:49.67	Default	1	3	1	0	1	14.453125	1	12.984375	0
11	98102108982	2016-05-15 18:10:23.79	2016-05-15 18:10:30.10	Default	1	3	1	0	1	6.484375	1	5.34375	0
12	98102109088	2016-05-15 18:10:30.21	2016-05-15 18:10:53.28	Default	1	3	1	0	1	23.171875	0	0	3
13	98102108982	2016-05-15 18:10:53.28	2016-05-15 18:10:55.12	Default	1	3	1	0	1	1.84375	0	0	3
14	98102109088	2016-05-15 18:10:55.12	2016-05-15 18:11:03.00	Default	1	3	1	0	1	5.71875	1	32.78125	0
