VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State
0	2016-05-23 18:31:55.84	2016-05-23 18:31:57.34	5	1	0	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:20.01	2016-05-23 18:32:20.71	5	1	0	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:22.71	2016-05-23 18:32:22.73	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:22.71	2016-05-23 18:32:22.76	5	1	0	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:22.78	2016-05-23 18:32:22.92	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:23.00	2016-05-23 18:32:23.10	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:23.12	2016-05-23 18:32:23.21	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:23.48	2016-05-23 18:32:23.57	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:23.45	2016-05-23 18:32:24.23	5	1	0	0	0	0	0	0	0	0	0	0	0
1	2016-05-23 18:32:24.46	2016-05-23 18:32:26.25	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-05-23 18:32:42.18	2016-05-23 18:32:42.76	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-05-23 18:32:46.20	2016-05-23 18:32:46.48	6	-1	1	0	0	0	0	0	0	0	0	0	0
2	2016-05-23 18:32:48.54	2016-05-23 18:32:51.18	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-05-23 18:32:51.23	2016-05-23 18:32:51.26	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-05-23 18:37:55.26	2016-05-23 18:37:55.59	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-05-23 18:38:00.03	2016-05-23 18:38:00.51	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-05-23 18:38:02.57	2016-05-23 18:38:03.14	6	-1	1	0	0	0	0	0	0	0	0	0	0
6	2016-05-23 18:38:09.56	2016-05-23 18:38:10.04	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-05-23 18:40:58.18	2016-05-23 18:40:58.62	5	1	0	0	0	0	0	0	0	0	0	0	0
11	2016-05-23 18:41:38.59	2016-05-23 18:41:40.78	5	1	0	0	0	0	0	0	0	0	0	0	0
11	2016-05-23 18:41:45.20	2016-05-23 18:41:45.53	6	-1	1	0	0	0	0	0	0	0	0	0	0
11	2016-05-23 18:41:45.56	2016-05-23 18:41:45.89	6	-1	1	0	0	0	0	0	0	0	0	0	0
12	2016-05-23 18:42:06.20	2016-05-23 18:42:06.79	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-05-23 19:34:13.48	2016-05-23 19:34:14.35	5	1	0	1	0	0	0	0	0	0	0	0	0
14	2016-05-23 19:35:30.96	2016-05-23 19:35:39.00	5	1	0	0	0	20	0.642	2	0	0	0	0	0
15	2016-05-23 19:35:53.78	2016-05-23 19:36:05.32	5	1	0	0	0	13	0.304	1.265625	0	0	0	0	0
15	2016-05-23 19:36:05.59	2016-05-23 19:36:06.01	5	1	0	1	0	0	0	0	0	0	0	0	0
16	2016-05-23 19:36:12.39	2016-05-23 19:36:33.29	5	1	0	0	0	17	0.544	1.75	0	0	0	0	0
