DateTime	HardwareType	Cage	Corner	Side	State
2016-05-09 18:20:08.09	0	1	2		0
2016-05-09 18:20:08.10	0	1	3		0
2016-05-09 18:20:08.10	0	1	4		0
2016-05-09 18:20:08.10	1	1	1	1	1
2016-05-09 18:20:08.12	2	1	1	1	0
2016-05-09 18:20:08.12	1	1	1	2	1
2016-05-09 18:20:08.12	2	1	1	2	0
2016-05-09 18:20:08.12	1	1	2	3	1
2016-05-09 18:20:08.12	1	1	2	4	1
2016-05-09 18:20:08.12	2	1	2	3	0
2016-05-09 18:20:08.12	1	1	2	4	1
2016-05-09 18:20:08.12	2	1	2	4	0
2016-05-09 18:20:08.12	1	1	3	5	0
2016-05-09 18:20:08.12	2	1	3	5	0
2016-05-09 18:20:08.12	1	1	3	6	0
2016-05-09 18:20:08.12	2	1	3	6	0
2016-05-09 18:20:08.12	1	1	4	7	1
2016-05-09 18:20:08.12	2	1	4	7	0
2016-05-09 18:20:08.14	1	1	4	8	1
2016-05-09 18:20:08.14	2	1	4	8	0
2016-05-09 18:20:08.15	0	1	1		0
2016-05-09 18:20:08.15	0	1	2		0
2016-05-09 18:20:08.15	0	1	3		0
2016-05-09 18:20:08.17	0	1	4		0
2016-05-09 18:20:08.20	1	1	1	1	1
2016-05-09 18:20:08.21	2	1	1	1	0
2016-05-09 18:20:08.23	1	1	1	2	1
2016-05-09 18:20:08.26	2	1	1	2	0
2016-05-09 18:20:08.28	1	1	2	3	1
2016-05-09 18:20:08.31	2	1	2	3	0
2016-05-09 18:20:08.32	1	1	2	4	1
2016-05-09 18:20:08.35	2	1	2	4	0
2016-05-09 18:20:08.37	1	1	3	5	0
2016-05-09 18:20:08.39	2	1	3	5	0
2016-05-09 18:20:08.42	1	1	3	6	0
2016-05-09 18:20:08.45	2	1	3	6	0
2016-05-09 18:20:08.46	1	1	4	7	1
2016-05-09 18:20:08.50	2	1	4	7	0
2016-05-09 18:20:08.53	1	1	4	8	1
2016-05-09 18:20:08.54	2	1	4	8	0
2016-05-09 19:06:15.00	2	1	3	5	96
2016-05-09 19:06:15.70	1	1	3	5	0
2016-05-09 19:06:15.90	2	1	3	5	0
2016-05-09 19:06:16.48	1	1	3	5	1
2016-05-09 19:06:18.68	1	1	3	5	1
2016-05-09 19:06:22.20	1	1	3	5	0
2016-05-09 19:06:32.31	1	1	3	5	0
2016-05-09 19:06:32.32	1	1	3	6	0
2016-05-09 19:06:32.34	2	1	3	5	0
2016-05-09 19:06:32.35	2	1	3	6	0
2016-05-09 19:06:35.85	2	1	3	5	96
2016-05-09 19:06:36.25	1	1	3	5	0
2016-05-09 19:06:36.76	2	1	3	5	0
2016-05-09 19:06:37.48	1	1	3	5	1
2016-05-09 19:06:39.23	1	1	3	5	1
2016-05-09 19:06:40.62	1	1	3	5	0
2016-05-09 19:06:56.04	1	1	3	5	0
2016-05-09 19:06:56.06	1	1	3	6	0
2016-05-09 19:06:56.06	2	1	3	5	0
2016-05-09 19:06:56.09	2	1	3	6	0
2016-05-09 19:06:59.29	2	1	3	5	96
2016-05-09 19:06:59.54	1	1	3	5	0
2016-05-09 19:07:00.20	2	1	3	5	0
2016-05-09 19:07:00.57	1	1	3	5	1
2016-05-09 19:07:02.54	1	1	3	5	1
2016-05-09 19:07:03.90	1	1	3	5	0
2016-05-09 19:07:22.10	1	1	3	5	0
2016-05-09 19:07:22.12	1	1	3	6	0
2016-05-09 19:07:22.12	2	1	3	5	0
2016-05-09 19:07:22.15	2	1	3	6	0
2016-05-09 19:11:56.25	2	1	3	5	96
2016-05-09 19:11:56.60	1	1	3	5	0
2016-05-09 19:11:57.14	2	1	3	5	0
2016-05-09 19:11:58.00	1	1	3	5	1
2016-05-09 19:11:59.62	1	1	3	5	1
2016-05-09 19:12:01.00	1	1	3	5	0
2016-05-09 19:12:07.89	1	1	3	5	0
2016-05-09 19:12:07.92	1	1	3	6	0
2016-05-09 19:12:07.92	2	1	3	5	0
2016-05-09 19:12:07.95	2	1	3	6	0
2016-05-09 19:12:41.90	2	1	3	5	96
2016-05-09 19:12:42.25	1	1	3	5	0
2016-05-09 19:12:42.78	2	1	3	5	0
2016-05-09 19:12:42.79	1	1	3	5	1
2016-05-09 19:12:45.23	1	1	3	5	1
2016-05-09 19:12:48.75	1	1	3	5	0
2016-05-09 19:12:51.68	1	1	3	5	0
2016-05-09 19:12:51.70	1	1	3	6	0
2016-05-09 19:12:51.71	2	1	3	5	0
2016-05-09 19:12:51.73	2	1	3	6	0
2016-05-09 19:14:19.15	1	1	3	5	0
2016-05-09 19:14:19.17	1	1	3	6	0
2016-05-09 19:14:19.18	2	1	3	5	0
2016-05-09 19:14:19.20	2	1	3	6	0
2016-05-09 19:15:16.21	2	1	3	5	96
2016-05-09 19:15:17.14	2	1	3	5	0
2016-05-09 19:15:19.93	1	1	3	5	0
2016-05-09 19:15:19.95	1	1	3	6	0
2016-05-09 19:15:19.96	2	1	3	5	0
2016-05-09 19:15:19.98	2	1	3	6	0
2016-05-09 19:15:41.31	1	1	3	5	0
2016-05-09 19:15:41.32	1	1	3	6	0
2016-05-09 19:15:41.32	2	1	3	5	0
2016-05-09 19:15:41.35	2	1	3	6	0
2016-05-09 19:19:34.45	2	1	3	5	96
2016-05-09 19:19:35.34	2	1	3	5	0
2016-05-09 19:19:41.73	1	1	3	5	0
2016-05-09 19:19:41.75	1	1	3	6	0
2016-05-09 19:19:41.76	2	1	3	5	0
2016-05-09 19:19:41.78	2	1	3	6	0
2016-05-09 19:40:35.46	2	1	3	5	96
2016-05-09 19:40:36.37	2	1	3	5	0
2016-05-09 19:40:50.68	1	1	3	5	0
2016-05-09 19:40:50.70	1	1	3	6	0
2016-05-09 19:40:50.70	2	1	3	5	0
2016-05-09 19:40:50.73	2	1	3	6	0
2016-05-09 19:40:56.71	2	1	3	5	96
2016-05-09 19:40:57.34	1	1	3	5	0
2016-05-09 19:40:57.64	2	1	3	5	0
2016-05-09 19:40:58.73	1	1	3	5	1
2016-05-09 19:41:00.34	1	1	3	5	1
2016-05-09 19:41:01.71	1	1	3	5	0
2016-05-09 19:41:10.10	1	1	3	5	0
2016-05-09 19:41:10.12	1	1	3	6	0
2016-05-09 19:41:10.14	2	1	3	5	0
2016-05-09 19:41:10.15	2	1	3	6	0
2016-05-09 19:46:21.98	2	1	3	5	96
2016-05-09 19:46:22.03	1	1	3	5	0
2016-05-09 19:46:22.51	1	1	3	5	1
2016-05-09 19:46:22.89	2	1	3	5	0
2016-05-09 19:46:25.03	1	1	3	5	1
2016-05-09 19:46:26.40	1	1	3	5	0
2016-05-09 19:46:28.92	1	1	3	5	0
2016-05-09 19:46:28.93	1	1	3	6	0
2016-05-09 19:46:28.95	2	1	3	5	0
2016-05-09 19:46:28.96	2	1	3	6	0
2016-05-09 19:49:09.32	2	1	3	5	96
2016-05-09 19:49:09.92	1	1	3	5	0
2016-05-09 19:49:10.23	2	1	3	5	0
2016-05-09 19:49:10.46	1	1	3	5	1
2016-05-09 19:49:12.92	1	1	3	5	1
2016-05-09 19:49:16.42	1	1	3	5	0
2016-05-09 19:49:17.87	1	1	3	5	0
2016-05-09 19:49:17.89	1	1	3	6	0
2016-05-09 19:49:17.90	2	1	3	5	0
2016-05-09 19:49:17.92	2	1	3	6	0
2016-05-09 19:49:21.65	2	1	3	5	96
2016-05-09 19:49:22.57	2	1	3	5	0
2016-05-09 19:49:26.07	1	1	3	5	0
2016-05-09 19:49:26.09	1	1	3	6	0
2016-05-09 19:49:26.10	2	1	3	5	0
2016-05-09 19:49:26.12	2	1	3	6	0
2016-05-09 19:49:28.34	2	1	3	5	96
2016-05-09 19:49:28.89	1	1	3	5	0
2016-05-09 19:49:29.25	2	1	3	5	0
2016-05-09 19:49:29.35	1	1	3	5	1
2016-05-09 19:49:31.89	1	1	3	5	1
2016-05-09 19:49:33.28	1	1	3	5	0
2016-05-09 19:49:42.89	1	1	3	5	0
2016-05-09 19:49:42.90	1	1	3	6	0
2016-05-09 19:49:42.92	2	1	3	5	0
2016-05-09 19:49:42.93	2	1	3	6	0
2016-05-09 19:50:47.04	2	1	3	5	96
2016-05-09 19:50:47.45	1	1	3	5	0
2016-05-09 19:50:47.96	2	1	3	5	0
2016-05-09 19:50:48.82	1	1	3	5	1
2016-05-09 19:50:50.45	1	1	3	5	1
2016-05-09 19:50:51.81	1	1	3	5	0
2016-05-09 19:50:58.21	1	1	3	5	0
2016-05-09 19:50:58.23	1	1	3	6	0
2016-05-09 19:50:58.23	2	1	3	5	0
2016-05-09 19:50:58.26	2	1	3	6	0
2016-05-09 19:51:02.60	2	1	3	5	96
2016-05-09 19:51:02.95	1	1	3	5	0
2016-05-09 19:51:03.53	2	1	3	5	0
2016-05-09 19:51:03.82	1	1	3	5	1
2016-05-09 19:51:05.95	1	1	3	5	1
2016-05-09 19:51:09.43	1	1	3	5	0
2016-05-09 19:51:17.35	1	1	3	5	0
2016-05-09 19:51:17.37	1	1	3	6	0
2016-05-09 19:51:17.39	2	1	3	5	0
2016-05-09 19:51:17.40	2	1	3	6	0
2016-05-09 19:52:00.40	2	1	3	5	96
2016-05-09 19:52:00.54	1	1	3	5	0
2016-05-09 19:52:01.31	2	1	3	5	0
2016-05-09 19:52:01.93	1	1	3	5	1
2016-05-09 19:52:03.54	1	1	3	5	1
2016-05-09 19:52:04.90	1	1	3	5	0
2016-05-09 19:52:08.17	1	1	3	5	0
2016-05-09 19:52:08.18	1	1	3	6	0
2016-05-09 19:52:08.21	2	1	3	5	0
2016-05-09 19:52:08.21	2	1	3	6	0
2016-05-09 19:52:15.89	2	1	3	5	96
2016-05-09 19:52:16.43	1	1	3	5	0
2016-05-09 19:52:16.78	2	1	3	5	0
2016-05-09 19:52:17.32	1	1	3	5	1
2016-05-09 19:52:19.42	1	1	3	5	1
2016-05-09 19:52:22.92	1	1	3	5	0
2016-05-09 19:52:25.06	1	1	3	5	0
2016-05-09 19:52:25.07	1	1	3	6	0
2016-05-09 19:52:25.09	2	1	3	5	0
2016-05-09 19:52:25.10	2	1	3	6	0
2016-05-09 19:52:27.14	2	1	3	5	96
2016-05-09 19:52:27.39	1	1	3	5	0
2016-05-09 19:52:27.82	1	1	3	5	1
2016-05-09 19:52:28.04	2	1	3	5	0
2016-05-09 19:52:30.39	1	1	3	5	1
2016-05-09 19:52:31.78	1	1	3	5	0
2016-05-09 19:52:35.70	1	1	3	5	0
2016-05-09 19:52:35.71	1	1	3	6	0
2016-05-09 19:52:35.73	2	1	3	5	0
2016-05-09 19:52:35.75	2	1	3	6	0
2016-05-09 19:52:38.67	2	1	3	5	96
2016-05-09 19:52:38.90	1	1	3	5	0
2016-05-09 19:52:39.56	2	1	3	5	0
2016-05-09 19:52:40.28	1	1	3	5	1
2016-05-09 19:52:41.89	1	1	3	5	1
2016-05-09 19:52:43.28	1	1	3	5	0
