VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State
0	2016-05-09 18:22:22.01	2016-05-09 18:22:23.31	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-05-09 18:22:23.32	2016-05-09 18:22:23.78	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-05-09 18:22:26.53	2016-05-09 18:22:26.65	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-05-09 18:22:36.03	2016-05-09 18:22:36.23	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-05-09 18:23:08.87	2016-05-09 18:23:09.21	5	1	0	0	0	0	0	0	0	0	0	0	0
3	2016-05-09 18:23:16.75	2016-05-09 18:23:17.59	5	1	0	0	0	0	0	0	0	0	0	0	0
3	2016-05-09 18:23:23.45	2016-05-09 18:23:23.46	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-05-09 18:28:52.04	2016-05-09 18:28:52.84	5	1	0	0	0	0	0	0	0	0	0	0	0
9	2016-05-09 18:32:07.34	2016-05-09 18:32:08.54	5	1	0	0	0	0	0	0	0	0	0	0	0
10	2016-05-09 18:35:36.43	2016-05-09 18:35:36.89	6	-1	1	0	0	0	0	0	0	0	0	0	0
10	2016-05-09 18:35:37.18	2016-05-09 18:35:37.45	5	1	0	0	0	0	0	0	0	0	0	0	0
10	2016-05-09 18:35:37.51	2016-05-09 18:35:37.75	5	1	0	0	0	0	0	0	0	0	0	0	0
12	2016-05-09 18:44:13.50	2016-05-09 18:44:14.34	5	1	0	0	0	0	0	0	0	0	0	0	0
12	2016-05-09 18:44:15.92	2016-05-09 18:44:16.34	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-05-09 19:06:15.67	2016-05-09 19:06:28.14	5	1	0	0	0	2	0.142	0.265625	0	0	0	0	0
14	2016-05-09 19:06:36.21	2016-05-09 19:06:52.46	5	1	0	0	0	9	0.381	0.921875	0	0	0	0	0
15	2016-05-09 19:06:59.51	2016-05-09 19:07:18.90	5	1	0	0	0	6	0.339	0.734375	0	0	0	0	0
16	2016-05-09 19:11:56.59	2016-05-09 19:12:04.40	5	1	0	0	0	2	0.1	0.25	0	0	0	0	0
17	2016-05-09 19:12:42.21	2016-05-09 19:12:49.20	5	1	0	0	0	7	0.217	0.765625	0	0	0	0	0
18	2016-05-09 19:14:14.29	2016-05-09 19:14:14.93	5	1	0	1	0	0	0	0	0	0	0	0	0
19	2016-05-09 19:15:17.54	2016-05-09 19:15:18.32	5	1	0	1	0	0	0	0	0	0	0	0	0
20	2016-05-09 19:15:37.51	2016-05-09 19:15:37.82	5	1	0	1	0	0	0	0	0	0	0	0	0
21	2016-05-09 19:19:36.68	2016-05-09 19:19:37.07	5	1	0	1	0	0	0	0	0	0	0	0	0
22	2016-05-09 19:40:45.04	2016-05-09 19:40:45.79	5	1	0	1	0	0	0	0	0	0	0	0	0
23	2016-05-09 19:40:57.31	2016-05-09 19:41:07.87	5	1	0	0	0	5	0.481	0.859375	0	0	0	0	0
24	2016-05-09 19:46:22.00	2016-05-09 19:46:27.15	5	1	0	0	0	1	0.071	0.140625	0	0	0	0	0
25	2016-05-09 19:49:09.89	2016-05-09 19:49:16.03	5	1	0	0	0	13	0.528	1.453125	0	0	0	0	0
26	2016-05-09 19:49:23.45	2016-05-09 19:49:23.57	5	1	0	1	0	0	0	0	0	0	0	0	0
27	2016-05-09 19:49:28.85	2016-05-09 19:49:35.90	5	1	0	0	0	5	0.173	0.5625	0	0	0	0	0
28	2016-05-09 19:50:47.42	2016-05-09 19:50:55.65	5	1	0	0	0	11	0.272	1.046875	0	0	0	0	0
29	2016-05-09 19:51:02.92	2016-05-09 19:51:14.51	5	1	0	0	0	10	0.234	0.96875	0	0	0	0	0
30	2016-05-09 19:52:00.51	2016-05-09 19:52:06.37	5	1	0	0	0	10	0.539	1.234375	0	0	0	0	0
31	2016-05-09 19:52:16.40	2016-05-09 19:52:23.21	5	1	0	0	0	6	0.202	0.640625	0	0	0	0	0
32	2016-05-09 19:52:27.37	2016-05-09 19:52:32.50	5	1	0	0	0	10	0.441	1.03125	0	0	0	0	0
33	2016-05-09 19:52:38.87	2016-05-09 19:52:53.92	5	1	0	0	0	15	0.586	1.484375	0	0	0	0	0
34	2016-05-09 19:52:59.03	2016-05-09 19:53:17.09	5	1	0	0	0	13	0.555	1.4375	0	0	0	0	0
35	2016-05-09 19:53:54.76	2016-05-09 19:53:55.46	5	1	0	1	0	0	0	0	0	0	0	0	0
35	2016-05-09 19:53:55.57	2016-05-09 19:53:56.76	5	1	0	1	0	0	0	0	0	0	0	0	0
38	2016-05-09 19:56:27.29	2016-05-09 19:56:35.68	5	1	0	0	0	11	0.316	1.09375	0	0	0	0	0
39	2016-05-09 19:57:28.59	2016-05-09 19:57:34.70	5	1	0	0	0	7	0.399	0.90625	0	0	0	0	0
40	2016-05-09 19:57:40.65	2016-05-09 19:57:48.10	5	1	0	0	0	10	0.651	1.296875	0	0	0	0	0
41	2016-05-09 19:57:57.48	2016-05-09 19:58:05.68	5	1	0	0	0	6	0.272	0.703125	0	0	0	0	0
42	2016-05-09 19:58:15.00	2016-05-09 19:58:24.81	5	1	0	0	0	5	0.326	0.6875	0	0	0	0	0
43	2016-05-09 19:58:31.18	2016-05-09 19:58:38.48	5	1	0	0	0	16	0.448	1.609375	0	0	0	0	0
43	2016-05-09 19:58:38.71	2016-05-09 19:58:40.01	5	1	0	1	0	0	0	0	0	0	0	0	0
43	2016-05-09 19:58:40.10	2016-05-09 19:58:40.15	5	1	0	1	0	0	0	0	0	0	0	0	0
43	2016-05-09 19:58:40.23	2016-05-09 19:58:40.54	5	1	0	1	0	0	0	0	0	0	0	0	0
43	2016-05-09 19:58:40.60	2016-05-09 19:58:40.67	5	1	0	1	0	0	0	0	0	0	0	0	0
43	2016-05-09 19:58:40.78	2016-05-09 19:58:41.65	5	1	0	1	0	0	0	0	0	0	0	0	0
43	2016-05-09 19:58:41.75	2016-05-09 19:58:42.06	5	1	0	1	0	0	0	0	0	0	0	0	0
43	2016-05-09 19:58:42.12	2016-05-09 19:58:42.14	5	1	0	1	0	0	0	0	0	0	0	0	0
44	2016-05-09 19:58:51.56	2016-05-09 19:59:08.46	5	1	0	0	0	6	0.327	0.75	0	0	0	0	0
45	2016-05-09 19:59:18.04	2016-05-09 19:59:24.85	5	1	0	0	0	6	0.145	0.578125	0	0	0	0	0
46	2016-05-09 19:59:31.90	2016-05-09 19:59:43.53	5	1	0	0	0	18	0.445	1.796875	0	0	0	0	0
47	2016-05-09 19:59:50.98	2016-05-09 19:59:55.10	5	1	0	0	0	17	0.473	1.515625	0	0	0	0	0
