VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution
0	98102108982	2016-05-22 11:14:56.35	2016-05-22 11:15:03.53	Default	1	3	1	0	1	7.375	1	5.4375	0
1	98102108473	2016-05-22 11:16:45.78	2016-05-22 11:16:49.37	Default	1	3	1	0	2	3.578125	1	6.703125	0
2	98102108473	2016-05-22 11:16:53.07	2016-05-22 11:16:54.53	Default	1	3	1	0	1	1.453125	1	0.875	0
3	98102108982	2016-05-22 11:16:55.50	2016-05-22 11:17:09.48	Default	1	3	1	0	1	14.21875	1	13.03125	0
4	98102056406	2016-05-22 11:17:15.26	2016-05-22 11:17:27.98	Default	1	3	1	0	1	12.84375	1	11.640625	0
5	98102108473	2016-05-22 11:18:51.32	2016-05-22 11:19:08.51	Default	1	3	1	0	2	17	1	17.34375	0
6	98102108806	2016-05-22 11:19:09.56	2016-05-22 11:19:21.00	Default	1	3	1	0	1	11.859375	1	10.46875	0
7	98102108473	2016-05-22 11:19:47.96	2016-05-22 11:19:58.81	Default	1	3	1	0	2	10.765625	1	10.6875	0
8	98102108473	2016-05-22 11:20:00.92	2016-05-22 11:21:11.56	Default	1	3	1	0	2	65.53125	1	71.625	0
9	98102108806	2016-05-22 11:29:32.98	2016-05-22 11:29:53.12	Default	1	3	1	0	1	20.390625	2	18.34375	0
10	98102108806	2016-05-22 11:30:05.90	2016-05-22 11:30:21.71	Default	1	3	1	0	1	16.09375	1	14.84375	0
11	98102108982	2016-05-22 11:34:59.89	2016-05-22 11:35:17.03	Default	1	3	1	0	1	17.8125	1	15.234375	0
12	98102108473	2016-05-22 13:40:12.84	2016-05-22 13:40:22.60	Default	1	3	1	0	1	9.765625	1	9.015625	0
13	98102109088	2016-05-22 13:42:14.62	2016-05-22 13:42:16.65	Default	1	3	1	0	1	2.546875	1	1.046875	0
14	98102056406	2016-05-22 13:44:51.03	2016-05-22 13:44:56.56	Default	1	3	1	0	1	5.6875	1	4.578125	0
15	98102109088	2016-05-22 13:56:13.98	2016-05-22 13:56:23.81	Default	1	3	1	0	1	10.828125	1	8.859375	0
16	98102254571	2016-05-22 13:57:43.37	2016-05-22 13:57:58.10	Default	1	3	1	0	1	14.78125	1	13.8125	0
17	98102056406	2016-05-22 14:00:27.76	2016-05-22 14:00:30.29	Default	1	3	1	0	1	2.609375	1	1.53125	0
18	98102108982	2016-05-22 14:00:31.48	2016-05-22 14:00:39.73	Default	1	3	1	0	1	8.46875	1	7.21875	0
19	98102254571	2016-05-22 14:02:35.48	2016-05-22 14:02:50.60	Default	1	3	1	0	1	15.125	1	14.1875	0
20	98102254571	2016-05-22 14:02:52.23	2016-05-22 14:04:22.09	Default	1	3	1	0	2	89.78125	2	87.921875	0
21	98102108982	2016-05-22 14:10:41.93	2016-05-22 14:10:48.23	Default	1	3	1	0	1	8.125	1	3.703125	0
22	98102108982	2016-05-22 14:11:59.34	2016-05-22 14:12:05.12	Default	1	3	1	0	1	6.96875	1	4.703125	0
23	98102108473	2016-05-22 16:21:23.92	2016-05-22 16:21:29.01	Default	1	3	1	0	1	5.09375	1	4.6875	0
24	98102056406	2016-05-22 16:36:47.50	2016-05-22 16:36:51.51	Default	1	3	1	0	1	4.34375	1	3	0
25	98102109088	2016-05-22 16:42:15.68	2016-05-22 16:42:30.35	Default	1	3	1	0	3	14.828125	1	14.59375	0
26	98102056406	2016-05-22 16:42:31.06	2016-05-22 16:42:42.09	Default	1	3	1	0	1	11.078125	1	10.046875	0
27	98102056406	2016-05-22 16:58:18.54	2016-05-22 16:58:22.20	Default	1	3	1	0	1	3.765625	1	2.65625	0
28	98102109088	2016-05-22 17:00:20.64	2016-05-22 17:00:25.90	Default	1	3	1	0	1	5.4375	1	4.296875	0
29	98102108982	2016-05-22 17:10:31.39	2016-05-22 17:10:38.21	Default	1	3	1	0	1	6.984375	1	5.296875	0
30	98102108806	2016-05-22 17:26:36.60	2016-05-22 17:26:46.50	Default	1	3	1	0	1	10.171875	1	8.328125	0
31	98102108806	2016-05-22 17:28:38.00	2016-05-22 17:28:48.10	Default	1	3	1	0	1	10.296875	1	8.15625	0
32	98102108806	2016-05-22 17:28:48.51	2016-05-22 17:28:53.35	Default	1	3	1	0	1	5.046875	1	3.65625	0
33	98102254571	2016-05-22 17:42:49.32	2016-05-22 17:42:54.10	Default	1	3	1	0	1	4.875	1	3.890625	0
34	98102254571	2016-05-22 18:00:52.21	2016-05-22 18:01:12.37	Default	1	3	1	0	1	20.21875	1	19.28125	0
35	98102109088	2016-05-22 18:03:50.07	2016-05-22 18:03:54.07	Default	1	3	1	0	1	4.078125	1	2.953125	0
36	98102108982	2016-05-22 18:04:44.23	2016-05-22 18:04:46.34	Default	1	3	1	0	1	2.546875	1	0.71875	0
37	98102056406	2016-05-22 18:06:03.92	2016-05-22 18:06:11.01	Default	1	3	1	0	1	7.125	1	6.09375	0
38	98102108806	2016-05-22 18:08:08.04	2016-05-22 18:08:15.10	Default	1	3	1	0	1	7.1875	1	5.828125	0
39	98102108982	2016-05-22 18:08:22.62	2016-05-22 18:08:29.59	Default	1	3	1	0	1	7.359375	1	5.421875	0
40	98102108473	2016-05-22 18:10:36.59	2016-05-22 18:10:38.60	Default	1	3	1	0	1	2.1875	1	1.140625	0
41	98102254571	2016-05-22 18:11:13.92	2016-05-22 18:11:27.98	Default	1	3	1	0	1	14.0625	1	13.15625	0
42	98102109088	2016-05-22 18:14:05.76	2016-05-22 18:14:28.10	Default	1	3	1	0	1	22.4375	1	21.375	0
43	98102109088	2016-05-22 18:14:29.98	2016-05-22 18:14:40.59	Default	1	3	1	0	1	10.703125	1	9.71875	0
44	98102254571	2016-05-22 18:17:46.43	2016-05-22 18:18:38.71	Default	1	3	1	0	1	52.28125	1	51.78125	0
45	98102254571	2016-05-22 18:18:39.75	2016-05-22 18:18:43.75	Default	1	3	1	0	1	4	1	3.421875	0
46	98102108982	2016-05-22 18:26:34.57	2016-05-22 18:26:49.14	Default	1	3	1	0	1	14.6875	1	12.5	0
47	98102108473	2016-05-22 18:28:01.20	2016-05-22 18:28:03.79	Default	1	3	1	0	1	2.59375	1	1.265625	0
48	98102056406	2016-05-22 18:33:35.14	2016-05-22 18:33:36.82	Default	1	3	1	0	1	1.71875	1	0.546875	0
49	98102056406	2016-05-22 18:34:34.57	2016-05-22 18:34:58.43	Default	1	3	1	0	3	24.34375	0	0	3
50	98102108982	2016-05-22 18:34:58.43	2016-05-22 18:34:59.60	Default	1	3	1	0	1	1.171875	0	0	3
51	98102056406	2016-05-22 18:34:59.60	2016-05-22 18:35:20.60	Default	1	3	1	0	1	20.203125	1	46.03125	0
52	98102108806	2016-05-22 18:35:43.73	2016-05-22 18:35:50.32	Default	1	3	1	0	1	6.828125	1	5.53125	0
