DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-04-17 16:40:46.14	Info	Application				Session is started
2016-04-17 19:26:08.78	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 19:28:33.65	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 19:28:36.29	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 19:50:43.64	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 20:07:10.39	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 20:19:34.45	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-17 21:19:53.51	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 21:26:53.46	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 21:30:34.64	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-17 21:32:05.64	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 21:39:39.18	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:11:21.56	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:14:08.43	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:14:15.70	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:29:02.82	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:29:09.56	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:37:58.10	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:38:34.40	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:42:14.76	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:44:09.14	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 22:47:21.68	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 23:28:40.54	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 23:31:46.01	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-17 23:51:01.50	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 01:11:39.06	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-18 01:25:05.50	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-18 01:33:03.40	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-18 05:33:42.92	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-18 12:10:46.57	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-18 20:07:03.45	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:07:03.75	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:07:58.04	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:10:10.31	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:27:06.14	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:39:31.04	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:42:32.12	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:45:17.54	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 20:58:36.95	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 21:01:22.96	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-18 21:02:11.18	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 21:40:12.98	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-18 21:41:13.04	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 21:51:09.31	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 22:46:22.43	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-18 23:29:14.23	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-19 00:35:22.04	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-19 04:54:59.79	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-19 07:10:50.64	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-19 09:08:57.20	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-19 10:50:55.20	Info	Application				Session is stopped
