DateTime	Temperature	Illumination	Cage
2016-06-05 10:40:57	21.6	0	1
2016-06-05 10:41:56	21.6	0	1
2016-06-05 10:42:56	22	0	1
2016-06-05 10:43:56	22	0	1
2016-06-05 10:44:56	22	0	1
2016-06-05 10:45:56	21.6	0	1
2016-06-05 10:46:56	22	0	1
2016-06-05 10:47:56	22	0	1
2016-06-05 10:48:56	22	0	1
2016-06-05 10:49:56	22	0	1
2016-06-05 10:50:56	22	0	1
2016-06-05 10:51:56	22	0	1
2016-06-05 10:52:56	22	0	1
2016-06-05 10:53:56	22	0	1
2016-06-05 10:54:56	22	0	1
2016-06-05 10:55:56	22	0	1
2016-06-05 10:56:56	22	0	1
2016-06-05 10:57:56	22	0	1
2016-06-05 10:58:56	22	0	1
2016-06-05 10:59:56	22	0	1
2016-06-05 11:00:56	22	0	1
2016-06-05 11:01:56	22	0	1
2016-06-05 11:02:56	22	0	1
2016-06-05 11:03:56	22	0	1
2016-06-05 11:04:56	22	0	1
2016-06-05 11:05:56	22	0	1
2016-06-05 11:06:56	22	0	1
2016-06-05 11:07:56	22	0	1
2016-06-05 11:08:56	22	0	1
2016-06-05 11:09:56	22	0	1
2016-06-05 11:10:56	22	0	1
2016-06-05 11:11:56	22	0	1
2016-06-05 11:12:56	22	0	1
2016-06-05 11:13:56	22	0	1
2016-06-05 11:14:56	22	0	1
2016-06-05 11:15:56	22	0	1
2016-06-05 11:16:56	22	0	1
2016-06-05 11:17:56	22	0	1
2016-06-05 11:18:56	22	0	1
2016-06-05 11:19:56	22	0	1
2016-06-05 11:20:56	22	0	1
2016-06-05 11:21:56	22	0	1
2016-06-05 11:22:56	22	0	1
2016-06-05 11:23:56	22	0	1
2016-06-05 11:24:56	22	0	1
2016-06-05 11:25:56	22	0	1
2016-06-05 11:26:56	22	0	1
2016-06-05 11:27:56	22	0	1
2016-06-05 11:28:56	22	0	1
2016-06-05 11:29:56	22	0	1
2016-06-05 11:30:56	22	0	1
2016-06-05 11:31:56	22	0	1
2016-06-05 11:32:56	22	0	1
2016-06-05 11:33:56	22	0	1
2016-06-05 11:34:56	22	0	1
2016-06-05 11:35:56	22	0	1
2016-06-05 11:36:56	22	0	1
2016-06-05 11:37:56	22	0	1
2016-06-05 11:38:56	22	0	1
2016-06-05 11:39:56	22	0	1
2016-06-05 11:40:56	22	0	1
2016-06-05 11:41:56	22	0	1
2016-06-05 11:42:56	22	0	1
2016-06-05 11:43:56	22	0	1
2016-06-05 11:44:56	22	0	1
2016-06-05 11:45:56	22	0	1
2016-06-05 11:46:56	22	0	1
2016-06-05 11:47:56	22	0	1
2016-06-05 11:48:56	22	0	1
2016-06-05 11:49:56	22	0	1
2016-06-05 11:50:56	22	0	1
2016-06-05 11:51:56	22	0	1
2016-06-05 11:52:56	22	0	1
2016-06-05 11:53:56	22	0	1
2016-06-05 11:54:56	22	0	1
2016-06-05 11:55:56	22	0	1
2016-06-05 11:56:56	22	0	1
2016-06-05 11:57:56	22	0	1
2016-06-05 11:58:56	22	0	1
2016-06-05 11:59:56	22	0	1
2016-06-05 12:00:56	22	0	1
2016-06-05 12:01:56	22	0	1
2016-06-05 12:02:56	22	0	1
2016-06-05 12:03:56	22	0	1
2016-06-05 12:04:56	22	0	1
2016-06-05 12:05:56	22	0	1
2016-06-05 12:06:56	22	0	1
2016-06-05 12:07:56	22	0	1
2016-06-05 12:08:56	22	0	1
2016-06-05 12:09:56	22	0	1
2016-06-05 12:10:56	22	0	1
2016-06-05 12:11:56	22	0	1
2016-06-05 12:12:56	22	0	1
2016-06-05 12:13:56	22	0	1
2016-06-05 12:14:56	22	0	1
2016-06-05 12:15:56	22	0	1
2016-06-05 12:16:56	22	0	1
2016-06-05 12:17:56	22	0	1
2016-06-05 12:18:56	22	0	1
2016-06-05 12:19:56	22	0	1
2016-06-05 12:20:56	22	0	1
2016-06-05 12:21:56	22	0	1
2016-06-05 12:22:56	22	0	1
2016-06-05 12:23:56	22	0	1
2016-06-05 12:24:56	22	0	1
2016-06-05 12:25:56	22	0	1
2016-06-05 12:26:56	22	0	1
2016-06-05 12:27:56	22	0	1
2016-06-05 12:28:56	22	0	1
2016-06-05 12:29:56	22	0	1
2016-06-05 12:30:56	22	0	1
2016-06-05 12:31:56	22	0	1
2016-06-05 12:32:56	22	0	1
2016-06-05 12:33:56	22	0	1
2016-06-05 12:34:56	22	0	1
2016-06-05 12:35:56	22	0	1
2016-06-05 12:36:56	22	0	1
2016-06-05 12:37:56	22	0	1
2016-06-05 12:38:56	22	0	1
2016-06-05 12:39:56	22	0	1
2016-06-05 12:40:56	22	0	1
2016-06-05 12:41:56	22	0	1
2016-06-05 12:42:56	22	0	1
2016-06-05 12:43:56	22	0	1
2016-06-05 12:44:56	22	0	1
2016-06-05 12:45:56	22	0	1
2016-06-05 12:46:56	22	0	1
2016-06-05 12:47:56	22	0	1
2016-06-05 12:48:56	22	0	1
2016-06-05 12:49:56	22	0	1
2016-06-05 12:50:56	22	0	1
2016-06-05 12:51:56	22	0	1
2016-06-05 12:52:56	22	0	1
2016-06-05 12:53:56	22	0	1
2016-06-05 12:54:56	22	0	1
2016-06-05 12:55:56	22	0	1
2016-06-05 12:56:56	22	0	1
2016-06-05 12:57:56	22	0	1
2016-06-05 12:58:56	22	0	1
2016-06-05 12:59:56	22	0	1
2016-06-05 13:00:56	22	0	1
2016-06-05 13:01:56	22	0	1
2016-06-05 13:02:56	22	0	1
2016-06-05 13:03:56	22	0	1
2016-06-05 13:04:56	22	0	1
2016-06-05 13:05:56	22	0	1
2016-06-05 13:06:56	22	0	1
2016-06-05 13:07:56	22	0	1
2016-06-05 13:08:56	22	0	1
2016-06-05 13:09:56	22	0	1
2016-06-05 13:10:56	22	0	1
2016-06-05 13:11:56	22	0	1
2016-06-05 13:12:56	22	0	1
2016-06-05 13:13:56	22	0	1
2016-06-05 13:14:56	22	0	1
2016-06-05 13:15:56	22	0	1
2016-06-05 13:16:56	22	0	1
2016-06-05 13:17:56	22	0	1
2016-06-05 13:18:56	22	0	1
2016-06-05 13:19:56	22	0	1
2016-06-05 13:20:56	22	0	1
2016-06-05 13:21:56	22	0	1
2016-06-05 13:22:56	22	0	1
2016-06-05 13:23:56	22	0	1
2016-06-05 13:24:56	22	0	1
2016-06-05 13:25:56	22	0	1
2016-06-05 13:26:56	22	0	1
2016-06-05 13:27:56	22	0	1
2016-06-05 13:28:56	22	0	1
2016-06-05 13:29:56	22	0	1
2016-06-05 13:30:56	22	0	1
2016-06-05 13:31:56	22	0	1
2016-06-05 13:32:56	22	0	1
2016-06-05 13:33:56	22	0	1
2016-06-05 13:34:56	22	0	1
2016-06-05 13:35:56	22	0	1
2016-06-05 13:36:56	22	0	1
2016-06-05 13:37:56	22	0	1
2016-06-05 13:38:56	22	0	1
2016-06-05 13:39:56	22	0	1
2016-06-05 13:40:56	22	0	1
2016-06-05 13:41:56	22	0	1
2016-06-05 13:42:56	22	0	1
2016-06-05 13:43:56	22	0	1
2016-06-05 13:44:56	22	0	1
2016-06-05 13:45:56	22	0	1
2016-06-05 13:46:56	22	0	1
2016-06-05 13:47:56	22	0	1
2016-06-05 13:48:56	22.6	0	1
2016-06-05 13:49:56	22	0	1
2016-06-05 13:50:56	22.6	0	1
2016-06-05 13:51:56	22.6	0	1
2016-06-05 13:52:56	22.6	0	1
2016-06-05 13:53:56	22	0	1
2016-06-05 13:54:56	22.6	0	1
2016-06-05 13:55:56	22.6	0	1
2016-06-05 13:56:56	22.6	0	1
2016-06-05 13:57:56	22.6	0	1
2016-06-05 13:58:56	22.6	0	1
2016-06-05 13:59:56	22.6	0	1
2016-06-05 14:00:56	22.6	0	1
2016-06-05 14:01:56	22.6	0	1
2016-06-05 14:02:56	22.6	0	1
2016-06-05 14:03:56	22.6	0	1
2016-06-05 14:04:56	22.6	0	1
2016-06-05 14:05:56	22.6	0	1
2016-06-05 14:06:56	22.6	0	1
2016-06-05 14:07:56	22.6	0	1
2016-06-05 14:08:56	22.6	0	1
2016-06-05 14:09:56	22.6	0	1
2016-06-05 14:10:56	22.6	0	1
2016-06-05 14:11:56	22.6	0	1
2016-06-05 14:12:56	22.6	0	1
2016-06-05 14:13:56	22.6	0	1
2016-06-05 14:14:56	22.6	0	1
2016-06-05 14:15:56	22.6	0	1
2016-06-05 14:16:56	22.6	0	1
2016-06-05 14:17:56	22.6	0	1
2016-06-05 14:18:56	23	0	1
2016-06-05 14:19:56	22.6	0	1
2016-06-05 14:20:56	22.6	0	1
2016-06-05 14:21:56	23	0	1
2016-06-05 14:22:56	23	0	1
2016-06-05 14:23:56	23	0	1
2016-06-05 14:24:56	23	0	1
2016-06-05 14:25:56	23	0	1
2016-06-05 14:26:56	23	0	1
2016-06-05 14:27:56	23	0	1
2016-06-05 14:28:56	23	0	1
