DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-06-05 10:40:56.82	Info	Application				Session is started
2016-06-06 00:39:42.64	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-07 01:03:29.34	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-07 01:38:52.42	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-07 04:37:56.89	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-07 07:00:22.45	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-07 07:00:22.85	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-07 07:24:47.21	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-08 10:26:15.70	Warning	Presence	1	3		Presence signal without antenna registration.
2016-06-08 10:31:44.85	Info	Application				Session is stopped
