DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-04-19 14:30:29.64	Info	Application				Session is started
2016-04-19 20:49:19.98	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-19 20:50:27.17	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-19 22:32:57.87	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-19 22:47:21.96	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-20 07:14:40.29	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-20 08:18:58.54	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-20 08:37:04.32	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-20 10:55:33.73	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-20 14:22:02.70	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-20 19:39:27.65	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-20 20:37:01.42	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-20 23:00:50.21	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-21 02:40:48.57	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-21 03:16:15.23	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-21 03:16:15.43	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-21 11:49:22.59	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-21 12:52:55.90	Info	Application				Session is stopped
