DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-04-24 13:33:01.68	Info	Application				Session is started
2016-04-24 18:47:57.51	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-24 19:31:24.01	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-24 21:31:01.81	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-24 22:44:31.10	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-24 23:35:15.90	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-25 00:33:49.79	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-25 02:53:01.10	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-25 04:33:40.34	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-25 20:20:07.59	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-25 21:59:55.50	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-25 22:36:01.98	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-26 01:15:59.92	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-26 02:38:21.10	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-26 02:55:13.82	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-26 07:56:18.37	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-26 16:27:19.96	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-26 17:11:23.46	Info	Application				Session is stopped
