DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-04-30 10:53:30.39	Info	Application				Session is started
2016-04-30 11:05:46.98	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-30 13:53:37.62	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-30 19:04:55.03	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 19:19:56.03	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 19:26:35.56	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 19:28:42.57	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 19:33:24.18	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 19:49:17.18	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 19:56:13.73	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 19:56:38.07	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:11:32.10	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:12:29.15	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:17:45.57	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:37:25.29	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:46:25.43	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:48:00.14	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:50:19.85	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 20:54:03.23	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:02:31.17	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:04:14.15	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:05:21.48	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:05:50.01	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:15:07.25	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:15:28.23	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:18:45.14	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:25:30.79	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:32:11.78	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:33:30.43	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:49:10.28	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 21:51:13.90	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 22:00:11.93	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 22:06:40.25	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 22:11:22.73	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 22:26:05.01	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 22:26:15.50	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 23:01:22.25	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 23:07:56.00	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 23:27:56.21	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 23:34:32.10	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 23:49:00.81	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-30 23:49:36.50	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-05-01 00:31:32.07	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 01:06:20.01	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 03:16:20.53	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 03:40:13.73	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 03:49:59.75	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 06:53:37.96	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 07:14:59.87	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 07:39:34.68	Warning	Presence	1	3		Presence signal without antenna registration.
2016-05-01 14:44:07.65	Info	Application				Session is stopped
